id,name,contact_phone,contact_email,street_address,website,city,state,zip,latitude,longitude,share_address,share_phone,share_email,created_at,updated_at
613,Pathway to Peace Refuge,1-335-611-8003,lesia@champlin.test,103 Lala Valley,http://mosciski.test/nilsa_crooks,Indianapolis,IN,55359,39.573287121384425,-86.34658525977787,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
614,Journey to Belonging,1-449-347-5189,ramona_ebert@bahringer.test,1343 Thompson Forge,http://cremin.test/candy_lemke,Portland,OR,26744,45.62857223525215,-122.71320097573084,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
615,Harbor of Safety,294-187-0026,faviola.homenick@weimann.example,26740 Roseanne Fields,http://stark.example/glendora,Portland,OR,20780-0542,45.54996659555464,-122.55628495028058,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
616,Sunrise Sanctuary,(310) 925-7464,delbert.rath@parker.test,467 Romaguera Trace,http://feeney.example/terry.rosenbaum,Long Beach,CA,63789,33.721168904873004,-118.42184704622926,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
617,Healing Hearts Haven,944.186.8062,lecia_ziemann@pagac-bradtke.example,6686 Gail Extensions,http://huel.test/norberto_gottlieb,San Francisco,CA,88850-8655,37.87660070133822,-122.53570465195702,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
618,Caring Haven,309-688-1323,annamae@koch.test,22815 Schaden Hill,http://nicolas.test/michel,Omaha,NE,44867,41.3285188993035,-95.6521372055792,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
619,Radiant Retreat Shelter,(411) 840-5931,danyelle_kerluke@hyatt.test,186 Swift Groves,http://larkin.test/sid,Raleigh,NC,86886,35.562424637666254,-78.27078921157083,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
620,Caring Haven,1-393-692-4555,eli@labadie.test,9608 Zachariah Inlet,http://raynor.example/mitchel,Portland,OR,89124,45.457457424483984,-122.86745574414344,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
621,Peaceful Pathway Shelter,323.052.3804,jules@wintheiser.test,58052 Kilback Loaf,http://kemmer.test/ronnie.hermiston,Raleigh,NC,99138,35.551785236817494,-78.98626703704917,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
622,Recovery Refuge,(219) 534-6343,breann@zboncak.example,496 Hudson Ports,http://gerhold.test/darnell_grady,Oklahoma City,OK,99727-7992,35.22919448231896,-97.57220633577332,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
623,Cherished Dreams Refuge,346.304.4905,deb@rau.test,5699 Jeff Burg,http://conn.example/elton_mclaughlin,San Jose,CA,28490-1474,37.27937320177719,-121.75109963836454,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
624,Journey to Belonging,(303) 490-2894,arlene_senger@dare.example,7372 Elisha Trail,http://welch-hickle.test/brett_crist,Atlanta,GA,80302,33.76895982524802,-84.67134389362715,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
625,Whispering Pines Refuge,230-606-1212,amos_runolfsdottir@huels.example,168 Rudolf Well,http://hartmann-friesen.example/conrad_rutherford,Arlington,TX,54456,32.84837630450058,-97.0783048231488,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
626,Tranquil Oasis,(436) 325-1530,maple.sanford@reichert.test,873 Dickens Spur,http://fisher.example/anton.gorczany,Portland,OR,58871,45.481034256627666,-122.9759022752635,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
627,Angel's Arms Shelter,1-951-853-5151,everett.schinner@dickinson.test,62454 Johnston Mountains,http://hudson.example/george,New York City,NY,20137,40.531530794150584,-74.05176284964432,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
628,Tranquil Oasis,685-379-8626,haywood@keeling.example,995 Fritsch Ports,http://wunsch-koss.test/jaime.breitenberg,San Diego,CA,15020-0718,32.668051283680555,-117.52208494768765,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
629,Welcome Winds Refuge,1-978-664-4545,refugio@bashirian.test,1742 Lebsack Streets,http://kling.test/brittni,Long Beach,CA,96324-1573,34.01971924940776,-118.06029878689603,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
630,Strength in Unity Haven,(862) 407-1700,evan_mclaughlin@stracke.test,88589 Elly Forge,http://ebert.test/yasuko.veum,Austin,TX,78211-8502,30.095989886394047,-98.04631350386049,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
631,Sunny Days Refuge,1-779-907-4830,yen@murray-beier.test,126 Luke Bypass,http://conroy.example/keven.hoppe,San Francisco,CA,16046,37.798783509565034,-122.39243870824396,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
632,Warm Embrace Refuge,1-132-864-1259,jamey@thompson.test,23179 Stiedemann Run,http://swift.example/fernando_rau,Fort Worth,TX,42342,32.82585530225707,-97.57039732392903,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
633,Sunrise Sanctuary,141.374.4572,see_kris@klein.example,603 Joyce Trafficway,http://jacobi.test/dale_smitham,Las Vegas,NV,36758,35.986933711870286,-115.07867051475155,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
634,New Horizons Shelter,1-739-178-7561,jan.labadie@turner.example,718 Felix Radial,http://swaniawski-zulauf.test/craig_lind,Albuquerque,NM,67492,34.80721637404383,-106.7953563148076,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
635,Compassion Corner,925-208-1562,athena_roberts@goodwin.example,27441 Noel Avenue,http://maggio.example/dario_kirlin,Los Angeles,CA,81666,34.0337450345541,-118.49523486648711,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
636,Comfort Cove Shelter,303-011-3751,donnell@rolfson.test,7232 Zachery Cliffs,http://bayer.example/royal,Chicago,IL,99070,41.69750817734976,-87.37137022281065,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
637,Strength in Unity Haven,(124) 278-9362,concha@ernser-gottlieb.test,2761 Connelly Loaf,http://kohler-bartell.example/kim.frami,Houston,TX,44423,29.628843588260576,-95.4671007237929,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
638,Harmony Haven,143.772.9667,vanda_parisian@schmitt.test,8310 Nitzsche Prairie,http://labadie.example/bobbie.fahey,Albuquerque,NM,25928-8914,34.88235650331983,-107.0083464748509,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
639,Serenity Shelter,486.152.2908,zack_marquardt@jakubowski.example,5111 Rogahn Dale,http://adams.test/ada,Wichita,KS,02172-9436,37.805047663562235,-97.56848340624613,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
640,Refugee Empowerment Center,(428) 274-4322,clyde@heidenreich.example,66556 Tiffany Burgs,http://trantow-prosacco.example/harry_nitzsche,Tulsa,OK,34376-1560,35.91335343233084,-96.32885637194013,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
641,Warm Embrace Refuge,500.359.3699,han@macejkovic-rempel.example,18246 Claud Isle,http://padberg.test/ike,Louisville,KY,60206-9851,38.162655819757866,-85.90034474676555,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
642,Sunny Days Refuge,529.536.3137,florencio.rosenbaum@dibbert-sipes.test,29843 Lloyd Ports,http://bradtke-frami.test/karolyn,Boston,MA,41298,42.091208998852515,-71.03015484052621,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
643,Compassion Corner,810-668-7470,alyce_renner@corkery.test,6822 Koch Well,http://klein.test/jospeh,Arlington,TX,09775-8304,32.449536518104395,-97.35019267473646,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
644,Sanctuary of Dreams,694-398-0682,jeanie@rempel.test,39591 Etsuko Fields,http://kris.test/claudie.hansen,Raleigh,NC,91063-9017,35.8116047398392,-78.29623188335317,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
645,Harmony Haven,1-321-603-8121,myrtle.parisian@williamson.test,549 Tiera Circles,http://maggio.example/alejandro.welch,Denver,CO,38743-4825,39.653155095129705,-104.999109436558,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
646,Compassion Corner,356-362-2570,clemente@luettgen.test,26270 Ashlee Locks,http://senger.test/otha.windler,Jacksonville,FL,95758,30.41925102349092,-81.83528350697333,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
647,Sheltered Serenity,827-406-8709,brent@herzog-barrows.example,88910 Crona Track,http://ernser.example/jillian.kuhlman,Seattle,WA,40423-0740,47.365961985789184,-122.12715776590126,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
648,Compassion Corner,186.835.8795,colton_mohr@oreilly.example,44321 Stoltenberg Canyon,http://botsford.example/cody.rowe,Los Angeles,CA,48812-3680,33.78624024918803,-118.32928380807742,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
649,Bridges of Hope Shelter,574.130.5206,maynard@reilly-west.example,6670 Shella Corner,http://bosco.example/zola,San Diego,CA,77200-4408,32.686457201163066,-117.07795175585831,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
650,Guiding Light Shelter,485-324-1795,shayne_bailey@herman.test,55586 Karey Spurs,http://considine.example/santina.stiedemann,Cleveland,OH,79956,41.73917265814134,-82.02800419563307,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
651,Warmth and Welcome Shelter,673-375-6312,antionette_dickens@von.example,3680 Genna Alley,http://herzog-corkery.test/roxann,Raleigh,NC,28470,35.8903843519088,-78.4615878603685,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
652,Bridges of Hope Shelter,789-916-4889,carlo_roberts@christiansen.test,61273 Latonya Inlet,http://ratke.test/jesse,New York City,NY,24765-3812,40.52325461608089,-73.96134380431967,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
653,Safe Haven Refuge,777-540-5522,dexter.rohan@hills.example,748 Oberbrunner Square,http://nolan.test/leonie.kertzmann,Portland,OR,70460-6269,45.266833418912,-122.68300665514523,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
654,Unity Refuge Center,1-759-112-1518,teddy.cartwright@mills.test,730 Dania Keys,http://bins-kuhlman.example/ruth_davis,Raleigh,NC,15667-4148,35.607918395580484,-78.46006410361376,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
655,Golden Oasis Shelter,610-492-6090,karl.thompson@schmidt.test,220 Runte Mall,http://olson-schinner.test/zane_walker,Louisville,KY,12900,38.41418423013984,-85.65353082860071,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
656,Life Renewal Refuge,623.631.4183,mendy@moen.test,325 Trevor Branch,http://mraz.test/barbera,Houston,TX,15745,30.02033808262169,-95.56866080879674,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
657,Empathy Haven,148.060.0544,delois@reichel-hauck.test,80491 Terrence River,http://windler-aufderhar.example/bernard.rempel,San Antonio,TX,11214-3715,29.138131194751598,-98.73924363575162,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
658,Community Compass Shelter,(764) 107-3171,rigoberto@bosco.test,528 Monica Turnpike,http://nicolas.example/janiece_tremblay,Memphis,TN,02585,35.35245696917249,-90.09457192775875,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
659,Harbor of Safety,1-847-157-1597,esmeralda@kreiger.example,43457 Eusebio Shoals,http://zboncak.test/eduardo,Columbus,OH,74244-9053,40.01346878547276,-82.81517714988328,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
660,Heartwarming Shelter,1-975-482-8956,tajuana.gleichner@cartwright.test,349 Romaguera Ramp,http://oconner.example/sharika_abernathy,Milwaukee,WI,22853,42.96823423942229,-87.71125214139745,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
661,Angel's Arms Shelter,861-052-3327,rey@howe-hamill.test,61492 Kuphal Land,http://schaefer-mcdermott.test/joye,Sacramento,CA,69920,38.674384477038885,-121.74087090863998,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
662,Bridges of Hope Shelter,297.000.7286,janis@carroll.example,6790 Hickle Union,http://emard.test/ula,Cleveland,OH,94738-8945,41.784786488041796,-81.65606696827471,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
663,Open Arms Refuge,(698) 681-7032,marcus@maggio-ohara.test,6898 Rice View,http://hegmann.example/kizzy.yundt,Columbus,OH,68920,40.1728017169747,-83.02617659152233,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
664,Comfort Cove Shelter,805-787-8327,roscoe@nienow-ritchie.example,628 Hilll Plaza,http://ernser.test/dwight.torphy,Kansas City,MO,56673-0139,39.29632980370228,-94.3491110849474,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
665,Harmony Haven,(951) 274-1334,sang@lynch-stanton.example,2369 Monahan Ranch,http://schumm.example/virgilio.quigley,Detroit,MI,27169,42.56635063045662,-82.7504330428921,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
666,Compassion Corner,636.366.5672,buford@klocko.example,9930 Medhurst Plains,http://littel-sanford.test/johnathon_feeney,Arlington,TX,66439-1152,32.70453168745785,-96.74574067669748,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
667,Guiding Light Shelter,(905) 451-3995,stephan@lynch-adams.test,430 Brigitte Mountains,http://kuhlman-okuneva.test/mee,Dallas,TX,91756-2464,32.88165892941236,-96.50404544683167,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
668,Welcome Winds Refuge,490.770.8514,michaele_beier@lesch-mccullough.example,16307 MacGyver Roads,http://fahey-raynor.example/thomasina.roberts,Philadelphia,PA,92642-6932,39.684878058880386,-74.86696797958642,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
669,Harbor of Safety,(927) 158-4422,kristi.crist@wunsch.example,5994 Davis Dale,http://blanda.test/mona_shanahan,Boston,MA,59412,42.13506243365453,-71.09303238729393,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
670,Sheltered Hearts Sanctuary,372.781.6086,johnetta.bogan@hirthe.example,842 Mosciski Glens,http://mayer.example/louetta,Jacksonville,FL,71596-8650,30.208215175274617,-81.69556187188434,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
671,Unity Refuge Center,(603) 697-8829,becky.harvey@rodriguez-reinger.example,77992 Kilback Coves,http://stark.test/karlyn.luettgen,San Antonio,TX,28060,29.59607341966482,-98.77394563461543,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
672,Warm Embrace Refuge,314-821-3875,annamae@strosin.test,45073 Gerlach Dale,http://dooley.example/mohamed,Tucson,AZ,63137-6558,32.20026886482511,-111.07087805604576,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
673,Sunrise Sanctuary,991.362.0554,cathy.ruecker@connelly-spencer.example,992 Christian Isle,http://reynolds-kuvalis.example/delpha.anderson,San Diego,CA,58188-0300,32.4893964683943,-117.51558673561314,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
674,Cherished Dreams Refuge,648.121.9095,rosaura@marks.example,4121 Chauncey Corner,http://lebsack.example/jared,Philadelphia,PA,58714-0351,39.70738792769075,-75.44542820241384,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
675,Tranquil Oasis,1-938-082-1792,li@grady-oconnell.test,29439 Stoltenberg Drive,http://weber-cartwright.test/leeanna,Phoenix,AZ,74770,33.521212672944635,-112.4222665464474,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
676,Bridges of Hope Shelter,686-240-9377,joeann.considine@bosco.test,442 Waters Centers,http://herman.test/lanny_ortiz,El Paso,TX,70388-5147,31.82687398562575,-106.16776297093922,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
677,Harbor of Safety,971.227.5572,mao@stamm.example,373 Richard Junctions,http://kunze-larkin.example/alejandra_okuneva,Oklahoma City,OK,79113-3357,35.61246634930319,-97.88020719491172,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
678,New Horizons Shelter,904.088.6376,janice@senger.example,6202 Hermann Causeway,http://fisher.example/micheal.shields,Omaha,NE,72218-5117,41.24603871107452,-95.83292067717153,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
679,Bridges of Hope Shelter,1-449-556-5668,elliot_pagac@blick-watsica.test,90248 Gislason Street,http://hilpert-volkman.test/fermin.sanford,Oklahoma City,OK,32253-1757,35.432834772534335,-97.42662707937522,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
680,Recovery Refuge,(766) 611-6007,sam@halvorson.example,29497 Moore Stravenue,http://ratke.example/elfreda_schumm,Columbus,OH,21858-7258,39.76038528898343,-83.25179728282895,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
681,Homecoming Haven,310.777.7896,shelby.littel@block.example,25995 O'Conner Center,http://conroy.test/russel,Detroit,MI,28388-1012,42.54491302029451,-83.12913257900652,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
682,Refugee Empowerment Center,1-316-559-6830,gabriela@thiel.test,28865 Hermine Turnpike,http://kuhic.test/fernando,Memphis,TN,95269,35.234050113364745,-90.2776692485677,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
683,Refugee Empowerment Center,395-631-6501,devona_goyette@medhurst-corwin.test,89468 Yost Hill,http://klein.test/shirl,Long Beach,CA,52604-8994,33.726856175682194,-117.93192125785818,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
684,Strength in Unity Haven,(640) 041-8557,glennis@turcotte.example,1300 Will Green,http://leuschke-terry.test/jack,Atlanta,GA,60655-1185,34.014222746385414,-84.13000097785057,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
685,Beloved Shelter,677-954-5678,elfreda@raynor.example,433 Maggio Trace,http://bergstrom.example/wilbert,Phoenix,AZ,12262,33.32829200262416,-112.2877030583437,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
686,Bridges of Hope Shelter,619.214.1297,bruna.doyle@koelpin.test,7014 Murray Flats,http://trantow-botsford.test/melonie_hand,Seattle,WA,37205,47.5086437522634,-122.17965135397924,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
687,Comfort Cove Shelter,(651) 870-0127,wendy@ankunding.example,420 Lebsack Pine,http://collier-gleason.example/garry,New Orleans,LA,71627-9196,30.19960551968724,-89.75081697021281,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
688,Bridges of Hope Shelter,949.229.0538,claude.hessel@tromp.test,691 Jacquiline Tunnel,http://mertz.example/glinda,Houston,TX,15308-7717,29.52136866444383,-95.00275234525573,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
689,Harmony Haven,1-148-561-8553,andre@nitzsche-oconner.example,41183 Bobbie Cape,http://murazik-zulauf.example/shavonne.lemke,Las Vegas,NV,78582,36.09225278068583,-115.33223356682332,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
690,Solace Shelter,(630) 119-8041,linda_davis@stamm-bruen.example,338 Ryan Shoal,http://rogahn.test/wally,Dallas,TX,54943,32.849885794680645,-96.89470878614381,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
691,Bridge to Belonging,1-765-984-7920,sid@veum.example,4773 Virgil Meadows,http://maggio-welch.test/elmo.mckenzie,San Diego,CA,02044-6392,32.54597421758647,-117.46054091286867,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
692,Bridge to Belonging,318.515.6396,ilana@upton.example,19938 Medhurst Pass,http://crooks.test/marion.weimann,Dallas,TX,59460-8621,32.75385180264591,-96.57180349076911,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
693,Safe Haven Refuge,815-721-2636,percy@ledner.example,313 Goodwin Village,http://lockman.test/gerry,Los Angeles,CA,55462,33.79431294897005,-118.45781481030146,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
